	Kingdom	Phylum	Class	Order	Family	Genus
otunum3595	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter
otunum3596	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacteraceae_unclassified
otunum3597	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Oxalobacteraceae_unclassified
otunum3598	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriales_unclassified	Flavobacteriales_unclassified
otunum3599	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonadaceae_unclassified
otunum36	Bacteria	Actinomycetota	Actinobacteria	Mycobacteriales	Mycobacteriaceae	Mycobacterium
otunum360	Bacteria	Pseudomonadota	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified
otunum3600	Bacteria	Pseudomonadota	Deltaproteobacteria	Myxococcales	Polyangiaceae	Polyangiaceae_unclassified
otunum3601	Bacteria	Pseudomonadota	Betaproteobacteria	Betaproteobacteria_unclassified	Betaproteobacteria_unclassified	Betaproteobacteria_unclassified
otunum3602	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Hyphomicrobiales_unclassified	Hyphomicrobiales_unclassified
otunum3603	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Weeksellaceae	Weeksellaceae_unclassified
otunum3604	Bacteria	Pseudomonadota	Pseudomonadota_unclassified	Pseudomonadota_unclassified	Pseudomonadota_unclassified	Pseudomonadota_unclassified
otunum3605	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas
otunum3606	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter
otunum3607	Bacteria	Pseudomonadota	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Pseudobdellovibrio
otunum3608	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonadaceae_unclassified
otunum3609	Bacteria	Bacteroidota	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter
otunum361	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Parachlamydiaceae	Parachlamydia
otunum3610	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas
otunum3611	Bacteria	Pseudomonadota	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrionaceae_unclassified
otunum3612	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas
otunum3613	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Weeksellaceae	Chryseobacterium
otunum3614	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Atopomonas
otunum3615	Bacteria	Bacteroidota	Bacteroidota_unclassified	Bacteroidota_unclassified	Bacteroidota_unclassified	Bacteroidota_unclassified
otunum3616	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonadaceae_unclassified
otunum3617	Bacteria	Pseudomonadota	Betaproteobacteria	Nitrosomonadales	Methylophilaceae	Methylophilus
otunum3618	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
otunum3619	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadales_unclassified	Sphingomonadales_unclassified
otunum362	Bacteria	Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
otunum3620	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonadaceae_unclassified
otunum3621	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter
otunum3622	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Boseaceae	Bosea
otunum3623	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonadaceae_unclassified
otunum3624	Bacteria	Pseudomonadota	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified
otunum3625	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas
otunum3626	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
otunum3627	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Oxalobacteraceae_unclassified
otunum3628	Bacteria	Pseudomonadota	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio
otunum3629	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonadaceae_unclassified
otunum363	Bacteria	Pseudomonadota	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio
otunum3630	Bacteria	Pseudomonadota	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas
otunum3631	Bacteria	Pseudomonadota	Alphaproteobacteria	Alphaproteobacteria_unclassified	Alphaproteobacteria_unclassified	Alphaproteobacteria_unclassified
otunum3632	Bacteria	Bacteroidota	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter
otunum3633	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Verrucomicrobiales	Verrucomicrobiaceae	Luteolibacter
otunum3634	Bacteria	Pseudomonadota	Betaproteobacteria	Rhodocyclales	Zoogloeaceae	Zoogloea
otunum3635	Bacteria	Pseudomonadota	Betaproteobacteria	Rhodocyclales	Zoogloeaceae	Zoogloea
otunum3636	Bacteria	Bacteroidota	Cytophagia	Cytophagales	Spirosomaceae	Dyadobacter
otunum3637	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonadaceae_unclassified
otunum3638	Bacteria	Pseudomonadota	Pseudomonadota_unclassified	Pseudomonadota_unclassified	Pseudomonadota_unclassified	Pseudomonadota_unclassified
otunum3639	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter
otunum364	Bacteria	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	Chitinophagaceae_unclassified
otunum3640	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriales_unclassified	Flavobacteriales_unclassified
otunum3641	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonadaceae_unclassified
otunum3642	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
otunum3643	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
otunum3644	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonadaceae_unclassified
otunum3645	Bacteria	Pseudomonadota	Pseudomonadota_unclassified	Pseudomonadota_unclassified	Pseudomonadota_unclassified	Pseudomonadota_unclassified
otunum3646	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
otunum3647	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Weeksellaceae	Weeksellaceae_unclassified
otunum3648	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
otunum3649	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium
otunum365	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
otunum3650	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
otunum3651	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium
otunum3652	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
otunum3653	Bacteria	Pseudomonadota	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Pseudobdellovibrio
otunum3654	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonadaceae_unclassified
otunum3655	Bacteria	Pseudomonadota	Pseudomonadota_unclassified	Pseudomonadota_unclassified	Pseudomonadota_unclassified	Pseudomonadota_unclassified
otunum3656	Bacteria	Bacteroidota	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium
otunum3657	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Atopomonas
otunum3658	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter
otunum3659	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Oxalobacteraceae_unclassified
otunum366	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Ancalomicrobiaceae	Prosthecomicrobium
otunum3660	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiales_unclassified	Burkholderiales_unclassified
otunum3661	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
otunum3662	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiales_unclassified	Burkholderiales_unclassified
otunum3663	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
otunum3664	Bacteria	Pseudomonadota	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified
otunum3665	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas
otunum3666	Bacteria	Armatimonadota	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	Fimbriimonas
otunum3667	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Verrucomicrobiales	Verrucomicrobiaceae	Luteolibacter
otunum3668	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter
otunum3669	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadales_unclassified	Sphingomonadales_unclassified
otunum367	Bacteria	Pseudomonadota	Alphaproteobacteria	Alphaproteobacteria_unclassified	Alphaproteobacteria_unclassified	Alphaproteobacteria_unclassified
otunum3670	Bacteria	Pseudomonadota	Pseudomonadota_unclassified	Pseudomonadota_unclassified	Pseudomonadota_unclassified	Pseudomonadota_unclassified
otunum3671	Bacteria	Pseudomonadota	Pseudomonadota_unclassified	Pseudomonadota_unclassified	Pseudomonadota_unclassified	Pseudomonadota_unclassified
otunum3672	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter
otunum3673	Bacteria	Bacteroidota	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacteriaceae_unclassified
otunum3674	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonadaceae_unclassified
otunum3675	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Oxalobacteraceae_unclassified
otunum3676	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter
otunum3677	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
otunum3678	Bacteria	Pseudomonadota	Alphaproteobacteria	Alphaproteobacteria_unclassified	Alphaproteobacteria_unclassified	Alphaproteobacteria_unclassified
otunum3679	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Weeksellaceae	Weeksellaceae_unclassified
otunum368	Bacteria	Pseudomonadota	Alphaproteobacteria	Alphaproteobacteria_unclassified	Alphaproteobacteria_unclassified	Alphaproteobacteria_unclassified
otunum3680	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas
otunum3681	Bacteria	Bacteroidota	Bacteroidota_unclassified	Bacteroidota_unclassified	Bacteroidota_unclassified	Bacteroidota_unclassified
otunum3682	Bacteria	Actinomycetota	Actinobacteria	Micrococcales	Dermabacteraceae	Dermabacter
otunum3683	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
otunum3684	Bacteria	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	Nemorincola
otunum3685	Bacteria	Pseudomonadota	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified
otunum3686	Bacteria	Bacillota	Bacilli	Caryophanales	Paenibacillaceae	Paenibacillus
otunum3687	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	Stenotrophobacter
otunum3688	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	Paludibacter
otunum3689	Bacteria	Actinomycetota	Actinobacteria	Mycobacteriales	Corynebacteriaceae	Corynebacterium
otunum369	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
otunum3690	Bacteria	Pseudomonadota	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified
otunum3691	Bacteria	Candidatus_Saccharibacteria	Candidatus_Saccharibacteria_incertae_sedis	Candidatus_Saccharibacteria_incertae_sedis	Candidatus_Saccharibacteria_incertae_sedis	Saccharibacteria_genera_incertae_sedis
otunum3692	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetales_unclassified	Spirochaetales_unclassified
otunum3693	Bacteria	Actinomycetota	Actinobacteria	Micrococcales	Intrasporangiaceae	Intrasporangiaceae_unclassified
otunum3694	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Ilumatobacteraceae	Ilumatobacter
otunum3695	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
otunum3696	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonadaceae_unclassified
otunum3697	Bacteria	Bacteroidota	Saprospiria	Saprospirales	Saprospirales_unclassified	Saprospirales_unclassified
otunum3698	Bacteria	Pseudomonadota	Pseudomonadota_unclassified	Pseudomonadota_unclassified	Pseudomonadota_unclassified	Pseudomonadota_unclassified
otunum3699	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
otunum37	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Aquabacterium
otunum370	Bacteria	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	Agriterribacter
otunum3700	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Ramlibacter
otunum3701	Bacteria	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	Ferruginibacter
otunum3702	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
otunum3703	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Brucellaceae	Brucella
otunum3704	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
otunum3705	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
otunum3706	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Ilumatobacteraceae	Desertimonas
otunum3707	Bacteria	Actinomycetota	Actinobacteria	Mycobacteriales	Corynebacteriaceae	Corynebacterium
otunum3708	Bacteria	Pseudomonadota	Oligoflexia	Bacteriovoracales	Bacteriovoracaceae	Peredibacter
otunum3709	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
otunum371	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Hydrogenophaga
otunum3710	Bacteria	Actinomycetota	Actinobacteria	Micrococcales	Brevibacteriaceae	Brevibacterium
otunum3711	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonadaceae_unclassified
otunum3712	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Chitinimonas
otunum3713	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
otunum3714	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
otunum3715	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Hydrogenophaga
otunum3716	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonadaceae_unclassified
otunum3717	Bacteria	Actinomycetota	Thermoleophilia	Miltoncostaeales	Miltoncostaeaceae	Miltoncostaea
otunum3718	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Pirellulales_unclassified	Pirellulales_unclassified
otunum3719	Bacteria	Deinococcota	Deinococci	Deinococcales	Deinococcaceae	Deinococcus
otunum372	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
otunum3720	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonadaceae_unclassified
otunum3721	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Moraxellaceae_unclassified
otunum3722	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiales_unclassified	Burkholderiales_unclassified
otunum3723	Bacteria	Pseudomonadota	Betaproteobacteria	Neisseriales	Neisseriaceae	Rivicola
otunum3724	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Hyphomicrobiales_unclassified	Hyphomicrobiales_unclassified
otunum3725	Bacteria	Pseudomonadota	Pseudomonadota_unclassified	Pseudomonadota_unclassified	Pseudomonadota_unclassified	Pseudomonadota_unclassified
otunum3726	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonadaceae_unclassified
otunum3727	Bacteria	Pseudomonadota	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified
otunum3728	Bacteria	Pseudomonadota	Betaproteobacteria	Rhodocyclales	Zoogloeaceae	Zoogloea
otunum3729	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacterales_unclassified	Enterobacterales_unclassified
otunum373	Bacteria	Pseudomonadota	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas
otunum3730	Bacteria	Pseudomonadota	Betaproteobacteria	Rhodocyclales	Zoogloeaceae	Zoogloea
otunum3731	Bacteria	Pseudomonadota	Betaproteobacteria	Rhodocyclales	Rhodocyclales_unclassified	Rhodocyclales_unclassified
otunum3732	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
otunum3733	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Weeksellaceae	Frigoriflavimonas
otunum3734	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonadaceae_unclassified
otunum3735	Bacteria	Pseudomonadota	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonadaceae_unclassified
otunum3736	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Rhizobiaceae_unclassified
otunum3737	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
otunum3738	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadales_unclassified	Pseudomonadales_unclassified
otunum3739	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonadaceae_unclassified
otunum374	Bacteria	Planctomycetota	Planctomycetia	Planctomycetales	Planctomycetaceae	Schlesneria
otunum3740	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Chitinimonas
otunum3741	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonadaceae_unclassified
otunum3742	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonadaceae_unclassified
otunum3743	Bacteria	Pseudomonadota	Betaproteobacteria	Betaproteobacteria_unclassified	Betaproteobacteria_unclassified	Betaproteobacteria_unclassified
otunum3744	Bacteria	Pseudomonadota	Betaproteobacteria	Rhodocyclales	Zoogloeaceae	Zoogloeaceae_unclassified
otunum3745	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter
otunum3746	Bacteria	Pseudomonadota	Gammaproteobacteria	Oceanospirillales	Oceanospirillales_unclassified	Oceanospirillales_unclassified
otunum3747	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Rhizobiaceae_unclassified
otunum3748	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Weeksellaceae	Weeksellaceae_unclassified
